"ParameterPath","Value","Formula","RHSFormula"
S2|Organism|Rate constant for recycling from endosomal space (global),0.0888,,
S2|Organism|Hematocrit,0.47,,
S2|Organism|MeanBW,60.034,,
S2|Organism|MeanHeight,16.996,,
S2|Organism|Hematocrit|Percentile,0.5,,
S2|Organism|Hematocrit|Mean,0.47,,
S2|Organism|MeanBW|Percentile,0.5,,
S2|Organism|MeanBW|Mean,60.034,,
S2|Organism|MeanBW|Deviation,3.0017,,
S2|Organism|MeanHeight|Percentile,0.5,,
S2|Organism|MeanHeight|Mean,16.996,,
S2|Organism|MeanHeight|Deviation,0.59486,,
S2|Organism|VenousBlood|Weight (tissue),0.776635715370045,Volume * Density,
S2|Organism|VenousBlood|Density (tissue),1,,
S2|Organism|VenousBlood|Allometric scale factor,0.75,,
S2|Organism|VenousBlood|Fraction vascular,1,,
S2|Organism|VenousBlood|Volume,0.776635715370045,,
S2|Organism|VenousBlood|Volume|Percentile,0.501066966546492,,
S2|Organism|VenousBlood|Volume|Mean,0.776531873,,
S2|Organism|VenousBlood|Volume|Deviation,0.038826594,,
S2|Organism|VenousBlood|Plasma|Volume of protein container,0.411616929146124,Volume,
S2|Organism|VenousBlood|Plasma|Volume,0.411616929146124,(1-HCT)*V,
S2|Organism|VenousBlood|Plasma|Midazolam|Concentration,0,V>0 ? M/V : 0,
S2|Organism|VenousBlood|Plasma|Midazolam|Partition coefficient (water/container),0.2,fu,
S2|Organism|VenousBlood|BloodCells|Volume of protein container,0.365018786223921,Volume,
S2|Organism|VenousBlood|BloodCells|Volume,0.365018786223921,HCT*V,
S2|Organism|VenousBlood|BloodCells|Midazolam|Concentration,0,V>0 ? M/V : 0,
S2|Organism|VenousBlood|BloodCells|Midazolam|Partition coefficient (water/container),17.0986813978402,K_rbc/fu,
S2|Organism|ArterialBlood|Weight (tissue),0.337637733121847,Volume * Density,
S2|Organism|ArterialBlood|Density (tissue),1,,
S2|Organism|ArterialBlood|Peripheral blood flow fraction,0,,
S2|Organism|ArterialBlood|Allometric scale factor,0.75,,
S2|Organism|ArterialBlood|Fraction vascular,1,,
S2|Organism|ArterialBlood|Volume,0.337637733121847,,
S2|Organism|ArterialBlood|Volume|Percentile,0.500358730536009,,
S2|Organism|ArterialBlood|Volume|Mean,0.337622553,,
S2|Organism|ArterialBlood|Volume|Deviation,0.016881128,,
S2|Organism|ArterialBlood|Plasma|Volume of protein container,0.178947998554579,Volume,
S2|Organism|ArterialBlood|Plasma|Volume,0.178947998554579,(1-HCT)*V,
S2|Organism|ArterialBlood|Plasma|Midazolam|Concentration,0,V>0 ? M/V : 0,
S2|Organism|ArterialBlood|Plasma|Midazolam|Partition coefficient (water/container),0.2,fu,
S2|Organism|ArterialBlood|BloodCells|Volume of protein container,0.158689734567268,Volume,
S2|Organism|ArterialBlood|BloodCells|Volume,0.158689734567268,HCT*V,
S2|Organism|ArterialBlood|BloodCells|Midazolam|Concentration,0,V>0 ? M/V : 0,
S2|Organism|ArterialBlood|BloodCells|Midazolam|Partition coefficient (water/container),17.0986813978402,K_rbc/fu,
S2|Organism|Bone|Weight (tissue),9.52153631359379,Volume * Density,
S2|Organism|Bone|Blood flow rate,0.261794640942261,Qspec * Weight,
S2|Organism|Bone|Fluid recirculation flow rate,4.61671238119126E-06,f_Jiso * (1-alpha_l) * Q_lymph * (V/V_mouse)^(exp_Jiso_scale - 1),
S2|Organism|Bone|Lymph flow rate,9.18532677210018E-05,f_lymph*Q*(1-HCT),
S2|Organism|Bone|Volume (endothelium),0.00922636868787239,SA_pls_int*d_endo,
S2|Organism|Bone|Fraction intracellular,0.866,1 - f_int - f_vas,
S2|Organism|Bone|Density (tissue),1,,
S2|Organism|Bone|Fluid recirculation flow proportionality factor,0.96,,
S2|Organism|Bone|Lymph flow proportionality factor,0.000662,,
S2|Organism|Bone|Organ volume mouse,0.00158,,
S2|Organism|Bone|Peripheral blood flow fraction,0,,
S2|Organism|Bone|Allometric scale factor,2,,
S2|Organism|Bone|Fraction of blood for sampling,1,,
S2|Organism|Bone|Flow fraction via large pores,0.05,,
S2|Organism|Bone|Hydraulic conductivity,9E-12,,
S2|Organism|Bone|Radius (large pores),2.5E-07,,
S2|Organism|Bone|Radius (small pores),4.5E-08,,
S2|Organism|Bone|Fraction vascular,0.034,,
S2|Organism|Bone|Vf (lipid),0.268,,
S2|Organism|Bone|Vf (neutral lipid)-PT,0.074,,
S2|Organism|Bone|Vf (phospholipid)-PT,0.0011,,
S2|Organism|Bone|Vf (protein),0.268,,
S2|Organism|Bone|Fraction interstitial,0.1,,
S2|Organism|Bone|Albumin ratio (tissue/plasma),0.1,,
S2|Organism|Bone|Albumin ratio (tissue/plasma)-PT,0.5,,
S2|Organism|Bone|Lipoprotein ratio (tissue/plasma),0.05,,
S2|Organism|Bone|Vf (water),0.465,,
S2|Organism|Bone|Vf (water)-PT,0.439,,
S2|Organism|Bone|Vf (neutral lipid)-RR,0.0174,,
S2|Organism|Bone|Vf (neutral lipid)-WS,0.017,,
S2|Organism|Bone|Vf (neutral phospholipid)-RR,0.0016,,
S2|Organism|Bone|Vf (neutral phospholipid, plasma)-WS,0.0022,,
S2|Organism|Bone|Vf (extracellular water)-RR,0.1,,
S2|Organism|Bone|Vf (protein)-WS,0.21,,
S2|Organism|Bone|Vf (intracellular water)-RR,0.317,,
S2|Organism|Bone|Vf (water)-WS,0.26,,
S2|Organism|Bone|Acidic phospholipids [mg/g] - RR,0.67,,
S2|Organism|Bone|Vf (acidic phospholipids)-WS,0.0008,,
S2|Organism|Bone|Specific blood flow rate,0.027495,,
S2|Organism|Bone|Volume,9.52153631359379,,
S2|Organism|Bone|Specific blood flow rate|Percentile,0.5,,
S2|Organism|Bone|Specific blood flow rate|Mean,0.027495,,
S2|Organism|Bone|Specific blood flow rate|Deviation,0.00137475,,
S2|Organism|Bone|Volume|Percentile,0.50292132881787,,
S2|Organism|Bone|Volume|Mean,9.5207652443088,,
S2|Organism|Bone|Volume|Deviation,0.105290142836811,,
S2|Organism|Bone|Plasma|Volume of protein container,0.17157808437096,Volume,
S2|Organism|Bone|Plasma|Volume,0.17157808437096,f_vas*(1-HCT)*V_org,
S2|Organism|Bone|Plasma|Midazolam|Concentration,0,V>0 ? M/V : 0,
S2|Organism|Bone|Plasma|Midazolam|Partition coefficient (water/container),0.2,fu,
S2|Organism|Bone|BloodCells|Volume of protein container,0.152154150291229,Volume,
S2|Organism|Bone|BloodCells|Volume,0.152154150291229,f_vas*HCT*V,
S2|Organism|Bone|BloodCells|Midazolam|Concentration,0,V>0 ? M/V : 0,
S2|Organism|Bone|BloodCells|Midazolam|Partition coefficient (water/container),17.0986813978402,K_rbc/fu,
S2|Organism|Bone|Interstitial|Volume of protein container,0.952153631359379,Volume,
S2|Organism|Bone|Interstitial|Volume,0.952153631359379,f_int*V,
S2|Organism|Bone|Interstitial|pH,7.4,pH_int,
S2|Organism|Bone|Interstitial|Midazolam|Concentration,0,V>0 ? M/V : 0,
S2|Organism|Bone|Interstitial|Midazolam|Partition coefficient (water/container),0.409436696992278,K_water_int,
S2|Organism|Bone|Intracellular|Volume of protein container,9.52153631359379,Volume,
S2|Organism|Bone|Intracellular|Volume,8.24565044757223,f_cell*V,
S2|Organism|Bone|Intracellular|pH,7,,
S2|Organism|Bone|Intracellular|Midazolam|Concentration,0,V>0 ? M/V : 0,
S2|Organism|Bone|Intracellular|Midazolam|Partition coefficient (water/container),0.0429573414754147,K_water_cell,
S2|Organism|Gallbladder|Time to complete gallbladder refilling,118.2,6*EHC_HalfTime,
S2|Organism|Gallbladder|Gallbladder emptying active,0,,
S2|Organism|Gallbladder|Volume,1,,
S2|Organism|Gallbladder|Gallbladder ejection half-time,19.7,,
S2|Organism|Gallbladder|Gallbladder ejection fraction,0.65,,
S2|Organism|Gallbladder|Midazolam|Concentration,0,V>0 ? M/V : 0,
S2|Organism|Brain|Weight (tissue),1.50921748255937,Volume * Density,
S2|Organism|Brain|Fluid recirculation flow rate,5.58679448587172E-07,f_Jiso * (1-alpha_l) * Q_lymph * (V/V_mouse)^(exp_Jiso_scale - 1),
S2|Organism|Brain|Lymph flow rate,3.00498696954908E-05,f_lymph*Q*(1-HCT),
S2|Organism|Brain|Volume (endothelium),0.00167749523186474,SA_pls_int*d_endo,
S2|Organism|Brain|Fraction intracellular,0.957,1 - f_int - f_vas,
S2|Organism|Brain|Blood flow rate,0.779888134112553,Qspec * Weight,
S2|Organism|Brain|Density (tissue),1,,
S2|Organism|Brain|Fluid recirculation flow proportionality factor,0.404,,
S2|Organism|Brain|Lymph flow proportionality factor,7.27E-05,,
S2|Organism|Brain|Organ volume mouse,0.00017,,
S2|Organism|Brain|Allometric scale factor,0,,
S2|Organism|Brain|Fraction of blood for sampling,1,,
S2|Organism|Brain|Flow fraction via large pores,0.05,,
S2|Organism|Brain|Hydraulic conductivity,5E-14,,
S2|Organism|Brain|Radius (large pores),2.5E-07,,
S2|Organism|Brain|Radius (small pores),4.5E-08,,
S2|Organism|Brain|Fraction vascular,0.039,,
S2|Organism|Brain|Vf (lipid),0.11,,
S2|Organism|Brain|Vf (neutral lipid)-PT,0.051,,
S2|Organism|Brain|Vf (phospholipid)-PT,0.0565,,
S2|Organism|Brain|Vf (protein),0.081,,
S2|Organism|Brain|Fraction interstitial,0.004,,
S2|Organism|Brain|Albumin ratio (tissue/plasma),0.048,,
S2|Organism|Brain|Albumin ratio (tissue/plasma)-PT,0.5,,
S2|Organism|Brain|Lipoprotein ratio (tissue/plasma),0.041,,
S2|Organism|Brain|Vf (water),0.808,,
S2|Organism|Brain|Vf (water)-PT,0.77,,
S2|Organism|Brain|Vf (neutral lipid)-RR,0.0391,,
S2|Organism|Brain|Vf (neutral lipid)-WS,0.0429,,
S2|Organism|Brain|Vf (neutral phospholipid)-RR,0.0015,,
S2|Organism|Brain|Vf (neutral phospholipid, plasma)-WS,0.0528,,
S2|Organism|Brain|Vf (extracellular water)-RR,0.162,,
S2|Organism|Brain|Vf (protein)-WS,0.08,,
S2|Organism|Brain|Vf (intracellular water)-RR,0.591,,
S2|Organism|Brain|Vf (water)-WS,0.79,,
S2|Organism|Brain|Acidic phospholipids [mg/g] - RR,0.4,,
S2|Organism|Brain|Vf (acidic phospholipids)-WS,0.0143,,
S2|Organism|Brain|Volume,1.50921748255937,,
S2|Organism|Brain|Specific blood flow rate,0.51675,,
S2|Organism|Brain|Volume|Percentile,0.502207667623487,,
S2|Organism|Brain|Volume|Mean,1.5088,,
S2|Organism|Brain|Volume|Deviation,0.07544,,
S2|Organism|Brain|Specific blood flow rate|Percentile,0.5,,
S2|Organism|Brain|Specific blood flow rate|Mean,0.51675,,
S2|Organism|Brain|Specific blood flow rate|Deviation,0.0258375,,
S2|Organism|Brain|Plasma|Volume of protein container,0.0311955253645021,Volume,
S2|Organism|Brain|Plasma|Volume,0.0311955253645021,f_vas*(1-HCT)*V_org,
S2|Organism|Brain|Plasma|Midazolam|Concentration,0,V>0 ? M/V : 0,
S2|Organism|Brain|Plasma|Midazolam|Partition coefficient (water/container),0.2,fu,
S2|Organism|Brain|BloodCells|Volume of protein container,0.0276639564553132,Volume,
S2|Organism|Brain|BloodCells|Volume,0.0276639564553132,f_vas*HCT*V,
S2|Organism|Brain|BloodCells|Midazolam|Concentration,0,V>0 ? M/V : 0,
S2|Organism|Brain|BloodCells|Midazolam|Partition coefficient (water/container),17.0986813978402,K_rbc/fu,
S2|Organism|Brain|Interstitial|Volume of protein container,0.00603686993023747,Volume,
S2|Organism|Brain|Interstitial|Volume,0.00603686993023747,f_int*V,
S2|Organism|Brain|Interstitial|pH,7.4,pH_int,
S2|Organism|Brain|Interstitial|Midazolam|Concentration,0,V>0 ? M/V : 0,
S2|Organism|Brain|Interstitial|Midazolam|Partition coefficient (water/container),0.409436696992278,K_water_int,
S2|Organism|Brain|Intracellular|Volume of protein container,1.50921748255937,Volume,
S2|Organism|Brain|Intracellular|Volume,1.44432113080931,f_cell*V,
S2|Organism|Brain|Intracellular|pH,7.1,,
S2|Organism|Brain|Intracellular|Midazolam|Concentration,0,V>0 ? M/V : 0,
S2|Organism|Brain|Intracellular|Midazolam|Partition coefficient (water/container),0.01948838955868,K_water_cell,
S2|Organism|Fat|Weight (tissue),12.7635956974379,Volume * Density,
S2|Organism|Fat|Fluid recirculation flow rate,1.62171930975614E-05,f_Jiso * (1-alpha_l) * Q_lymph * (V/V_mouse)^(exp_Jiso_scale - 1),
S2|Organism|Fat|Lymph flow rate,0.00111396844379405,f_lymph*Q*(1-HCT),
S2|Organism|Fat|Volume (endothelium),0.00654772459278565,SA_pls_int*d_endo,
S2|Organism|Fat|Fraction intracellular,0.822,1 - f_int - f_vas,
S2|Organism|Fat|Blood flow rate,0.278756930032044,Qspec * Weight,
S2|Organism|Fat|Density (tissue),1,,
S2|Organism|Fat|Fluid recirculation flow proportionality factor,0.357,,
S2|Organism|Fat|Lymph flow proportionality factor,0.00754,,
S2|Organism|Fat|Organ volume mouse,0.001,,
S2|Organism|Fat|Peripheral blood flow fraction,0,,
S2|Organism|Fat|Allometric scale factor,2,,
S2|Organism|Fat|Fraction of blood for sampling,1,,
S2|Organism|Fat|Flow fraction via large pores,0.05,,
S2|Organism|Fat|Hydraulic conductivity,9E-12,,
S2|Organism|Fat|Radius (large pores),2.5E-07,,
S2|Organism|Fat|Radius (small pores),4.5E-08,,
S2|Organism|Fat|Fraction vascular,0.018,,
S2|Organism|Fat|Vf (protein),0.05,,
S2|Organism|Fat|Albumin ratio (tissue/plasma),0.049,,
S2|Organism|Fat|Albumin ratio (tissue/plasma)-PT,0,,
S2|Organism|Fat|Lipoprotein ratio (tissue/plasma),0.068,,
S2|Organism|Fat|Vf (protein)-WS,0.06,,
S2|Organism|Fat|Acidic phospholipids [mg/g] - RR,0.4,,
S2|Organism|Fat|Vf (acidic phospholipids)-WS,0.000552,,
S2|Organism|Fat|Volume,12.7635956974379,,
S2|Organism|Fat|Vf (lipid),0.8,,
S2|Organism|Fat|Vf (neutral lipid)-PT,0.79,,
S2|Organism|Fat|Vf (phospholipid)-PT,0.002,,
S2|Organism|Fat|Fraction interstitial,0.16,,
S2|Organism|Fat|Vf (water),0.15,,
S2|Organism|Fat|Vf (water)-PT,0.18,,
S2|Organism|Fat|Vf (neutral lipid)-RR,0.853,,
S2|Organism|Fat|Vf (neutral lipid)-WS,0.92,,
S2|Organism|Fat|Vf (neutral phospholipid)-RR,0.0016,,
S2|Organism|Fat|Vf (neutral phospholipid, plasma)-WS,0.002024,,
S2|Organism|Fat|Vf (extracellular water)-RR,0.135,,
S2|Organism|Fat|Vf (intracellular water)-RR,0.00899999999999998,,
S2|Organism|Fat|Vf (water)-WS,0.03,,
S2|Organism|Fat|Specific blood flow rate,0.02184,,
S2|Organism|Fat|Volume|Percentile,0.488931922017577,,
S2|Organism|Fat|Volume|Mean,12.90800272,,
S2|Organism|Fat|Volume|GeometricDeviation,1.5,,
S2|Organism|Fat|Vf (lipid)|Percentile,0.5,,
S2|Organism|Fat|Vf (lipid)|Mean,0.8,,
S2|Organism|Fat|Vf (neutral lipid)-PT|Percentile,0.5,,
S2|Organism|Fat|Vf (neutral lipid)-PT|Mean,0.79,,
S2|Organism|Fat|Vf (phospholipid)-PT|Percentile,0.5,,
S2|Organism|Fat|Vf (phospholipid)-PT|Mean,0.002,,
S2|Organism|Fat|Fraction interstitial|Percentile,0.5,,
S2|Organism|Fat|Fraction interstitial|Mean,0.16,,
S2|Organism|Fat|Vf (water)|Percentile,0.5,,
S2|Organism|Fat|Vf (water)|Mean,0.15,,
S2|Organism|Fat|Vf (water)-PT|Percentile,0.5,,
S2|Organism|Fat|Vf (water)-PT|Mean,0.18,,
S2|Organism|Fat|Vf (neutral lipid)-RR|Percentile,0.5,,
S2|Organism|Fat|Vf (neutral lipid)-RR|Mean,0.853,,
S2|Organism|Fat|Vf (neutral lipid)-WS|Percentile,0.5,,
S2|Organism|Fat|Vf (neutral lipid)-WS|Mean,0.92,,
S2|Organism|Fat|Vf (neutral phospholipid)-RR|Percentile,0.5,,
S2|Organism|Fat|Vf (neutral phospholipid)-RR|Mean,0.0016,,
S2|Organism|Fat|Vf (neutral phospholipid, plasma)-WS|Percentile,0.5,,
S2|Organism|Fat|Vf (neutral phospholipid, plasma)-WS|Mean,0.002024,,
S2|Organism|Fat|Vf (extracellular water)-RR|Percentile,0.5,,
S2|Organism|Fat|Vf (extracellular water)-RR|Mean,0.135,,
S2|Organism|Fat|Vf (intracellular water)-RR|Percentile,0.5,,
S2|Organism|Fat|Vf (intracellular water)-RR|Mean,0.00899999999999998,,
S2|Organism|Fat|Vf (water)-WS|Percentile,0.5,,
S2|Organism|Fat|Vf (water)-WS|Mean,0.03,,
S2|Organism|Fat|Specific blood flow rate|Percentile,0.5,,
S2|Organism|Fat|Specific blood flow rate|Mean,0.02184,,
S2|Organism|Fat|Specific blood flow rate|Deviation,0.001092,,
S2|Organism|Fat|Plasma|Volume of protein container,0.121764702953558,Volume,
S2|Organism|Fat|Plasma|Volume,0.121764702953558,f_vas*(1-HCT)*V_org,
S2|Organism|Fat|Plasma|Midazolam|Concentration,0,V>0 ? M/V : 0,
S2|Organism|Fat|Plasma|Midazolam|Partition coefficient (water/container),0.2,fu,
S2|Organism|Fat|BloodCells|Volume of protein container,0.107980019600325,Volume,
S2|Organism|Fat|BloodCells|Volume,0.107980019600325,f_vas*HCT*V,
S2|Organism|Fat|BloodCells|Midazolam|Concentration,0,V>0 ? M/V : 0,
S2|Organism|Fat|BloodCells|Midazolam|Partition coefficient (water/container),17.0986813978402,K_rbc/fu,
S2|Organism|Fat|Interstitial|Volume of protein container,2.04217531159007,Volume,
S2|Organism|Fat|Interstitial|Volume,2.04217531159007,f_int*V,
S2|Organism|Fat|Interstitial|pH,7.4,pH_int,
S2|Organism|Fat|Interstitial|Midazolam|Concentration,0,V>0 ? M/V : 0,
S2|Organism|Fat|Interstitial|Midazolam|Partition coefficient (water/container),0.409436696992278,K_water_int,
S2|Organism|Fat|Intracellular|Volume of protein container,12.7635956974379,Volume,
S2|Organism|Fat|Intracellular|Volume,10.491675663294,f_cell*V,
S2|Organism|Fat|Intracellular|pH,7.1,,
S2|Organism|Fat|Intracellular|Midazolam|Concentration,0,V>0 ? M/V : 0,
S2|Organism|Fat|Intracellular|Midazolam|Partition coefficient (water/container),0.00895466878969477,K_water_cell,
S2|Organism|Gonads|Weight (tissue),0.0324427019171786,Volume * Density,
S2|Organism|Gonads|Fluid recirculation flow rate,2.77560589543333E-06,f_Jiso * (1-alpha_l) * Q_lymph * (V/V_mouse)^(exp_Jiso_scale - 1),
S2|Organism|Gonads|Lymph flow rate,1.53833494795282E-05,f_lymph*Q*(1-HCT),
S2|Organism|Gonads|Volume (endothelium),5.08539352551775E-05,SA_pls_int*d_endo,
S2|Organism|Gonads|Fraction intracellular,0.876,1 - f_int - f_vas,
S2|Organism|Gonads|Blood flow rate,0.0026148817745246,Qspec * Weight,
S2|Organism|Gonads|Density (tissue),1,,
S2|Organism|Gonads|Fluid recirculation flow proportionality factor,0.96,,
S2|Organism|Gonads|Lymph flow proportionality factor,0.0111,,
S2|Organism|Gonads|Organ volume mouse,0.00025,,
S2|Organism|Gonads|Allometric scale factor,0.75,,
S2|Organism|Gonads|Fraction of blood for sampling,1,,
S2|Organism|Gonads|Flow fraction via large pores,0.05,,
S2|Organism|Gonads|Hydraulic conductivity,9E-12,,
S2|Organism|Gonads|Radius (large pores),2.5E-07,,
S2|Organism|Gonads|Radius (small pores),4.5E-08,,
S2|Organism|Gonads|Fraction vascular,0.055,,
S2|Organism|Gonads|Vf (lipid),0.031,,
S2|Organism|Gonads|Vf (neutral lipid)-PT,0.0048,,
S2|Organism|Gonads|Vf (phospholipid)-PT,0.01405,,
S2|Organism|Gonads|Vf (protein),0.12,,
S2|Organism|Gonads|Fraction interstitial,0.069,,
S2|Organism|Gonads|Albumin ratio (tissue/plasma),0.048,,
S2|Organism|Gonads|Albumin ratio (tissue/plasma)-PT,0.5,,
S2|Organism|Gonads|Lipoprotein ratio (tissue/plasma),0.041,,
S2|Organism|Gonads|Vf (water),0.8,,
S2|Organism|Gonads|Vf (water)-PT,0.8,,
S2|Organism|Gonads|Vf (neutral lipid)-RR,0.0048,,
S2|Organism|Gonads|Vf (neutral lipid)-WS,0,,
S2|Organism|Gonads|Vf (neutral phospholipid)-RR,0.0116,,
S2|Organism|Gonads|Vf (neutral phospholipid, plasma)-WS,0.0249,,
S2|Organism|Gonads|Vf (extracellular water)-RR,0.03,,
S2|Organism|Gonads|Vf (protein)-WS,0.13,,
S2|Organism|Gonads|Vf (intracellular water)-RR,0.83,,
S2|Organism|Gonads|Vf (water)-WS,0.78,,
S2|Organism|Gonads|Acidic phospholipids [mg/g] - RR,2.45,,
S2|Organism|Gonads|Vf (acidic phospholipids)-WS,0.0054,,
S2|Organism|Gonads|Volume,0.0324427019171786,,
S2|Organism|Gonads|Specific blood flow rate,0.0806,,
S2|Organism|Gonads|Volume|Percentile,0.500387577440661,,
S2|Organism|Gonads|Volume|Mean,0.0324411260176448,,
S2|Organism|Gonads|Volume|Deviation,0.00162205630088224,,
S2|Organism|Gonads|Specific blood flow rate|Percentile,0.5,,
S2|Organism|Gonads|Specific blood flow rate|Mean,0.0806,,
S2|Organism|Gonads|Specific blood flow rate|Deviation,0.00403,,
S2|Organism|Gonads|Plasma|Volume of protein container,0.000945704760885757,Volume,
S2|Organism|Gonads|Plasma|Volume,0.000945704760885757,f_vas*(1-HCT)*V_org,
S2|Organism|Gonads|Plasma|Midazolam|Concentration,0,V>0 ? M/V : 0,
S2|Organism|Gonads|Plasma|Midazolam|Partition coefficient (water/container),0.2,fu,
S2|Organism|Gonads|BloodCells|Volume of protein container,0.000838643844559067,Volume,
S2|Organism|Gonads|BloodCells|Volume,0.000838643844559067,f_vas*HCT*V,
S2|Organism|Gonads|BloodCells|Midazolam|Concentration,0,V>0 ? M/V : 0,
S2|Organism|Gonads|BloodCells|Midazolam|Partition coefficient (water/container),17.0986813978402,K_rbc/fu,
S2|Organism|Gonads|Interstitial|Volume of protein container,0.00223854643228532,Volume,
S2|Organism|Gonads|Interstitial|Volume,0.00223854643228532,f_int*V,
S2|Organism|Gonads|Interstitial|pH,7.4,pH_int,
S2|Organism|Gonads|Interstitial|Midazolam|Concentration,0,V>0 ? M/V : 0,
S2|Organism|Gonads|Interstitial|Midazolam|Partition coefficient (water/container),0.409436696992278,K_water_int,
S2|Organism|Gonads|Intracellular|Volume of protein container,0.0324427019171786,Volume,
S2|Organism|Gonads|Intracellular|Volume,0.0284198068794485,f_cell*V,
S2|Organism|Gonads|Intracellular|pH,7,,
S2|Organism|Gonads|Intracellular|Midazolam|Concentration,0,V>0 ? M/V : 0,
S2|Organism|Gonads|Intracellular|Midazolam|Partition coefficient (water/container),0.0868866516859869,K_water_cell,
S2|Organism|Heart|Weight (tissue),0.336372740224451,Volume * Density,
S2|Organism|Heart|Fluid recirculation flow rate,9.80147499019313E-06,f_Jiso * (1-alpha_l) * Q_lymph * (V/V_mouse)^(exp_Jiso_scale - 1),
S2|Organism|Heart|Lymph flow rate,0.000163360088989894,f_lymph*Q*(1-HCT),
S2|Organism|Heart|Volume (endothelium),0.00134212723349556,SA_pls_int*d_endo,
S2|Organism|Heart|Fraction intracellular,0.76,1 - f_int - f_vas,
S2|Organism|Heart|Blood flow rate,0.209677947618911,Qspec * Weight,
S2|Organism|Heart|Density (tissue),1,,
S2|Organism|Heart|Fluid recirculation flow proportionality factor,0.96,,
S2|Organism|Heart|Lymph flow proportionality factor,0.00147,,
S2|Organism|Heart|Organ volume mouse,9.5E-05,,
S2|Organism|Heart|Allometric scale factor,0.75,,
S2|Organism|Heart|Fraction of blood for sampling,1,,
S2|Organism|Heart|Flow fraction via large pores,0.05,,
S2|Organism|Heart|Hydraulic conductivity,1.43333333333333E-11,,
S2|Organism|Heart|Radius (large pores),2.5E-07,,
S2|Organism|Heart|Radius (small pores),4.5E-08,,
S2|Organism|Heart|Fraction vascular,0.14,,
S2|Organism|Heart|Vf (lipid),0.1,,
S2|Organism|Heart|Vf (neutral lipid)-PT,0.0115,,
S2|Organism|Heart|Vf (phospholipid)-PT,0.0166,,
S2|Organism|Heart|Vf (protein),0.168,,
